countryCode2,countryName,age,gender,ruralUrban,educationLevel,fullTime,children,basicIncomeAwareness,basicIncomeVote,basicIncomeEffect,basicIncomeArgumentsFor,basicIncomeArgumentsAgainst,ageGroup,weight
AT,Austria,20,male,rural,medium,yes,no,I know something about it,I would probably vote for it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It creates more equality of opportunity|,|It might encourage people to stop working || It is impossible to finance || It is against the principle of linking merit and reward|,14_25,0.675697961
AT,Austria,39,female,rural,medium,no,yes,I have heard just a little about it,I would not vote,‰Û_ spend more time with my family,None of the above,None of the above,26_39,0.688873084
AT,Austria,29,female,rural,medium,yes,no,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above,26_39,0.688873084
AT,Austria,36,female,rural,low,no,yes,I have never heard of it,I would vote against it,A basic income would not affect my work choices,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || It is impossible to finance || Only the people who need it most should get something from the state || Foreigners might come to my country and take advantage of the benefit|,26_39,0.688873084
AT,Austria,15,male,rural,low,yes,no,I know something about it,I would probably vote for it,‰Û_ spend more time with my family,|It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses|,|It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,14_25,0.675697961
AT,Austria,53,male,rural,high,yes,yes,I have heard just a little about it,I would vote against it,A basic income would not affect my work choices,|It creates more equality of opportunity || It reduces anxiety about financing basic needs|,|It might encourage people to stop working || It is against the principle of linking merit and reward || It increases dependence on the state|,40_65,1.105.534.474
AT,Austria,33,male,rural,NA,yes,yes,I have never heard of it,I would vote for it,‰Û_ gain additional skills,None of the above,None of the above,26_39,0.704883347
AT,Austria,22,male,rural,no,yes,yes,I have heard just a little about it,I would vote for it,None of the above,It increases appreciation for household work and volunteering,It is against the principle of linking merit and reward,14_25,0.675697961
AT,Austria,47,male,urban,no,no,yes,I have never heard of it,I would vote for it,‰Û_ work less,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward,40_65,1.533.248.826
AT,Austria,15,male,urban,low,no,no,I understand it fully,I would vote for it,‰Û_ gain additional skills,|It reduces anxiety about financing basic needs || It encourages financial independence and self-responsibility|,|It increases dependence on the state || It might encourage people to stop working || Foreigners might come to my country and take advantage of the benefit|,14_25,0.93711515
AT,Austria,31,male,urban,medium,no,no,I have heard just a little about it,I would probably vote for it,‰Û_ stop working,It creates more equality of opportunity,|Foreigners might come to my country and take advantage of the benefit || It might encourage people to stop working|,26_39,0.977591916
AT,Austria,31,male,urban,NA,yes,no,I know something about it,I would vote for it,‰Û_ gain additional skills,|It creates more equality of opportunity || It reduces anxiety about financing basic needs || It reduces bureaucracy and administrative expenses || It increases solidarity because it is funded by everyone || It increases appreciation for household work and volunteering || It encourages financial independence and self-responsibility|,None of the above,26_39,0.977591916
